review_text,review_id,cleaned_review,sentiment_score,sentiment_label,sentiment
"Good product, works as expected",4746,good product works expected,0.4404,positive,Positive
The height is just right for cleaning and painting tasks,4747,height right cleaning painting tasks,0.0,neutral,Positive
The ladder feels a bit shakyNot worth the price,4748,ladder feels bit shakynot worth price,0.2263,positive,Negative
The ladder feels a bit shakyNot worth the price,4749,ladder feels bit shakynot worth price,0.2263,positive,Negative
"Some scratches were present upon delivery, but it's functional",4750,scratches present upon delivery functional,0.0,neutral,Neutral
The quality is excellent; I feel safe using it,4751,quality excellent feel safe using,0.765,positive,Positive
,4752,,,neutral,Neutral
"Very convenient to usePerfect for home projectsGreat height, easy to storeWouldn't recommend thisQuality could be betterAmazing build quality!Lightweight and easy to carryDoes the job, nothing fancyArrived on time, no issuesMissing a few screwsPerfect for cleaning guttersToo short for my needsVersatile and multi-functionalImpressive stabilityPaint chipped after one useHighly recommend this ladderFeels very durableNot suitable for outdoor workAssembly was a bit trickyCompact but sturdyIdeal for professional useCould use better packagingA bit heavier than expectedVery easy to extend and retractLifesaver for painting jobs!Poor customer support experienceLooks good, feels solidHappy with this purchaseOne of the steps is looseGood height for my needsFeels cheap, might not lastPerfect for small spacesVery stable even on uneven surfaces.Not as tall as describedGood grip and slip resistanceA bit overpriced but functionalDoesn't feel safe for heavier usersCompact design is a plusEasy to set up and take down.The hinges feel weakWorks well on hard surfacesDoesn't fit in my storage areaGreat for indoor useLadder locks securely in placeGreat value for money. Works perfectly for outdoor tasks",4753,convenient useperfect home projectsgreat height easy storewouldnt recommend thisquality could betteramazing build qualitylightweight easy carrydoes job nothing fancyarrived time no issuesmissing screwsperfect cleaning gutterstoo short needsversatile multifunctionalimpressive stabilitypaint chipped one usehighly recommend ladderfeels durablenot suitable outdoor workassembly bit trickycompact sturdyideal professional usecould use better packaginga bit heavier expectedvery easy extend retractlifesaver painting jobspoor customer support experiencelooks good feels solidhappy purchaseone steps loosegood height needsfeels cheap might not lastperfect small spacesvery stable even uneven surfacesnot tall describedgood grip slip resistancea bit overpriced functionaldoesnt feel safe heavier userscompact design pluseasy set take downthe hinges feel weakworks well hard surfacesdoesnt fit storage areagreat indoor useladder locks securely placegreat value money works perfectly outdoor tasks,0.9899,positive,Positive
Not happy with the stability; it wobbles a bit,4754,not happy stability wobbles bit,-0.4585,negative,Negative
Not happy with the stability; it wobbles a bit,4755,not happy stability wobbles bit,-0.4585,negative,Negative
good product,4756,good product,0.4404,positive,Positive
good product,4757,good product,0.4404,positive,Positive
Not happy with the stability; it wobbles a bit,4758,not happy stability wobbles bit,-0.4585,negative,Negative
,4759,,,neutral,Neutral
Easy to fold and store. Perfect for my small space!,4760,easy fold store perfect small space,0.765,positive,Positive
Sturdy and reliable,4761,sturdy reliable,0.0,neutral,Neutral
Not satisfied. Expected better build quality.,4762,not satisfied expected better build quality,-0.5773,negative,Negative
good product,4763,good product,0.4404,positive,Positive
Not satisfied. Expected better build quality.,4764,not satisfied expected better build quality,-0.5773,negative,Negative
,4765,,,neutral,Neutral
The quality is excellent; I feel safe using it,4766,quality excellent feel safe using,0.765,positive,Positive
"A bit heavy to handle, but overall it does the job well",4767,bit heavy handle overall job well,0.2732,positive,Positive
,4768,,,neutral,Neutral
"Some scratches were present upon delivery, but it's functional",4769,scratches present upon delivery functional,0.0,neutral,Neutral
"Some scratches were present upon delivery, but it's functional",4770,scratches present upon delivery functional,0.0,neutral,Neutral
"Good product, works as expected",4771,good product works expected,0.4404,positive,Positive
,4772,,,neutral,Neutral
The height is just right for cleaning and painting tasks,4773,height right cleaning painting tasks,0.0,neutral,Positive
The quality is excellent; I feel safe using it,4774,quality excellent feel safe using,0.765,positive,Positive
good,4775,good,0.4404,positive,Positive
,4776,,,neutral,Neutral
This ladder is compact and easy to carry around,4777,ladder compact easy carry around,0.4404,positive,Positive
Not satisfied. Expected better build quality.,4778,not satisfied expected better build quality,-0.5773,negative,Negative
The ladder feels a bit shakyNot worth the price,4779,ladder feels bit shakynot worth price,0.2263,positive,Negative
good,4780,good,0.4404,positive,Positive
good,4781,good,0.4404,positive,Positive
"A bit heavy to handle, but overall it does the job well",4782,bit heavy handle overall job well,0.2732,positive,Positive
Not satisfied. Expected better build quality.,4783,not satisfied expected better build quality,-0.5773,negative,Negative
"Some scratches were present upon delivery, but it's functional",4784,scratches present upon delivery functional,0.0,neutral,Neutral
Easy to fold and store. Perfect for my small space!,4785,easy fold store perfect small space,0.765,positive,Positive
"Some scratches were present upon delivery, but it's functional",4786,scratches present upon delivery functional,0.0,neutral,Neutral
Not happy with the stability; it wobbles a bit,4787,not happy stability wobbles bit,-0.4585,negative,Negative
"Some scratches were present upon delivery, but it's functional",4788,scratches present upon delivery functional,0.0,neutral,Neutral
Very sturdy and feels safe to use. Highly recommended!,4789,sturdy feels safe use highly recommended,0.6115,positive,Positive
Very sturdy and feels safe to use. Highly recommended!,4790,sturdy feels safe use highly recommended,0.6115,positive,Positive
"Very convenient to usePerfect for home projectsGreat height, easy to storeWouldn't recommend thisQuality could be betterAmazing build quality!Lightweight and easy to carryDoes the job, nothing fancyArrived on time, no issuesMissing a few screwsPerfect for cleaning guttersToo short for my needsVersatile and multi-functionalImpressive stabilityPaint chipped after one useHighly recommend this ladderFeels very durableNot suitable for outdoor workAssembly was a bit trickyCompact but sturdyIdeal for professional useCould use better packagingA bit heavier than expectedVery easy to extend and retractLifesaver for painting jobs!Poor customer support experienceLooks good, feels solidHappy with this purchaseOne of the steps is looseGood height for my needsFeels cheap, might not lastPerfect for small spacesVery stable even on uneven surfaces.Not as tall as describedGood grip and slip resistanceA bit overpriced but functionalDoesn't feel safe for heavier usersCompact design is a plusEasy to set up and take down.The hinges feel weakWorks well on hard surfacesDoesn't fit in my storage areaGreat for indoor useLadder locks securely in placeGreat value for money. Works perfectly for outdoor tasks",4791,convenient useperfect home projectsgreat height easy storewouldnt recommend thisquality could betteramazing build qualitylightweight easy carrydoes job nothing fancyarrived time no issuesmissing screwsperfect cleaning gutterstoo short needsversatile multifunctionalimpressive stabilitypaint chipped one usehighly recommend ladderfeels durablenot suitable outdoor workassembly bit trickycompact sturdyideal professional usecould use better packaginga bit heavier expectedvery easy extend retractlifesaver painting jobspoor customer support experiencelooks good feels solidhappy purchaseone steps loosegood height needsfeels cheap might not lastperfect small spacesvery stable even uneven surfacesnot tall describedgood grip slip resistancea bit overpriced functionaldoesnt feel safe heavier userscompact design pluseasy set take downthe hinges feel weakworks well hard surfacesdoesnt fit storage areagreat indoor useladder locks securely placegreat value money works perfectly outdoor tasks,0.9899,positive,Positive
good,4792,good,0.4404,positive,Positive
Very sturdy and feels safe to use. Highly recommended!,4793,sturdy feels safe use highly recommended,0.6115,positive,Positive
"Very convenient to usePerfect for home projectsGreat height, easy to storeWouldn't recommend thisQuality could be betterAmazing build quality!Lightweight and easy to carryDoes the job, nothing fancyArrived on time, no issuesMissing a few screwsPerfect for cleaning guttersToo short for my needsVersatile and multi-functionalImpressive stabilityPaint chipped after one useHighly recommend this ladderFeels very durableNot suitable for outdoor workAssembly was a bit trickyCompact but sturdyIdeal for professional useCould use better packagingA bit heavier than expectedVery easy to extend and retractLifesaver for painting jobs!Poor customer support experienceLooks good, feels solidHappy with this purchaseOne of the steps is looseGood height for my needsFeels cheap, might not lastPerfect for small spacesVery stable even on uneven surfaces.Not as tall as describedGood grip and slip resistanceA bit overpriced but functionalDoesn't feel safe for heavier usersCompact design is a plusEasy to set up and take down.The hinges feel weakWorks well on hard surfacesDoesn't fit in my storage areaGreat for indoor useLadder locks securely in placeGreat value for money. Works perfectly for outdoor tasks",4794,convenient useperfect home projectsgreat height easy storewouldnt recommend thisquality could betteramazing build qualitylightweight easy carrydoes job nothing fancyarrived time no issuesmissing screwsperfect cleaning gutterstoo short needsversatile multifunctionalimpressive stabilitypaint chipped one usehighly recommend ladderfeels durablenot suitable outdoor workassembly bit trickycompact sturdyideal professional usecould use better packaginga bit heavier expectedvery easy extend retractlifesaver painting jobspoor customer support experiencelooks good feels solidhappy purchaseone steps loosegood height needsfeels cheap might not lastperfect small spacesvery stable even uneven surfacesnot tall describedgood grip slip resistancea bit overpriced functionaldoesnt feel safe heavier userscompact design pluseasy set take downthe hinges feel weakworks well hard surfacesdoesnt fit storage areagreat indoor useladder locks securely placegreat value money works perfectly outdoor tasks,0.9899,positive,Positive
Not happy with the stability; it wobbles a bit,4795,not happy stability wobbles bit,-0.4585,negative,Negative
,4796,,,neutral,Neutral
Not satisfied. Expected better build quality.,4797,not satisfied expected better build quality,-0.5773,negative,Negative
"Some scratches were present upon delivery, but it's functional",4798,scratches present upon delivery functional,0.0,neutral,Neutral
"Very convenient to usePerfect for home projectsGreat height, easy to storeWouldn't recommend thisQuality could be betterAmazing build quality!Lightweight and easy to carryDoes the job, nothing fancyArrived on time, no issuesMissing a few screwsPerfect for cleaning guttersToo short for my needsVersatile and multi-functionalImpressive stabilityPaint chipped after one useHighly recommend this ladderFeels very durableNot suitable for outdoor workAssembly was a bit trickyCompact but sturdyIdeal for professional useCould use better packagingA bit heavier than expectedVery easy to extend and retractLifesaver for painting jobs!Poor customer support experienceLooks good, feels solidHappy with this purchaseOne of the steps is looseGood height for my needsFeels cheap, might not lastPerfect for small spacesVery stable even on uneven surfaces.Not as tall as describedGood grip and slip resistanceA bit overpriced but functionalDoesn't feel safe for heavier usersCompact design is a plusEasy to set up and take down.The hinges feel weakWorks well on hard surfacesDoesn't fit in my storage areaGreat for indoor useLadder locks securely in placeGreat value for money. Works perfectly for outdoor tasks",4799,convenient useperfect home projectsgreat height easy storewouldnt recommend thisquality could betteramazing build qualitylightweight easy carrydoes job nothing fancyarrived time no issuesmissing screwsperfect cleaning gutterstoo short needsversatile multifunctionalimpressive stabilitypaint chipped one usehighly recommend ladderfeels durablenot suitable outdoor workassembly bit trickycompact sturdyideal professional usecould use better packaginga bit heavier expectedvery easy extend retractlifesaver painting jobspoor customer support experiencelooks good feels solidhappy purchaseone steps loosegood height needsfeels cheap might not lastperfect small spacesvery stable even uneven surfacesnot tall describedgood grip slip resistancea bit overpriced functionaldoesnt feel safe heavier userscompact design pluseasy set take downthe hinges feel weakworks well hard surfacesdoesnt fit storage areagreat indoor useladder locks securely placegreat value money works perfectly outdoor tasks,0.9899,positive,Positive
"Very convenient to usePerfect for home projectsGreat height, easy to storeWouldn't recommend thisQuality could be betterAmazing build quality!Lightweight and easy to carryDoes the job, nothing fancyArrived on time, no issuesMissing a few screwsPerfect for cleaning guttersToo short for my needsVersatile and multi-functionalImpressive stabilityPaint chipped after one useHighly recommend this ladderFeels very durableNot suitable for outdoor workAssembly was a bit trickyCompact but sturdyIdeal for professional useCould use better packagingA bit heavier than expectedVery easy to extend and retractLifesaver for painting jobs!Poor customer support experienceLooks good, feels solidHappy with this purchaseOne of the steps is looseGood height for my needsFeels cheap, might not lastPerfect for small spacesVery stable even on uneven surfaces.Not as tall as describedGood grip and slip resistanceA bit overpriced but functionalDoesn't feel safe for heavier usersCompact design is a plusEasy to set up and take down.The hinges feel weakWorks well on hard surfacesDoesn't fit in my storage areaGreat for indoor useLadder locks securely in placeGreat value for money. Works perfectly for outdoor tasks",4800,convenient useperfect home projectsgreat height easy storewouldnt recommend thisquality could betteramazing build qualitylightweight easy carrydoes job nothing fancyarrived time no issuesmissing screwsperfect cleaning gutterstoo short needsversatile multifunctionalimpressive stabilitypaint chipped one usehighly recommend ladderfeels durablenot suitable outdoor workassembly bit trickycompact sturdyideal professional usecould use better packaginga bit heavier expectedvery easy extend retractlifesaver painting jobspoor customer support experiencelooks good feels solidhappy purchaseone steps loosegood height needsfeels cheap might not lastperfect small spacesvery stable even uneven surfacesnot tall describedgood grip slip resistancea bit overpriced functionaldoesnt feel safe heavier userscompact design pluseasy set take downthe hinges feel weakworks well hard surfacesdoesnt fit storage areagreat indoor useladder locks securely placegreat value money works perfectly outdoor tasks,0.9899,positive,Positive
Easy to fold and store. Perfect for my small space!,4801,easy fold store perfect small space,0.765,positive,Positive
This ladder is compact and easy to carry around,4802,ladder compact easy carry around,0.4404,positive,Positive
good product,4803,good product,0.4404,positive,Positive
Very sturdy and feels safe to use. Highly recommended!,4804,sturdy feels safe use highly recommended,0.6115,positive,Positive
good,4805,good,0.4404,positive,Positive
Sturdy and reliable,4806,sturdy reliable,0.0,neutral,Neutral
This ladder is compact and easy to carry around,4807,ladder compact easy carry around,0.4404,positive,Positive
Easy to fold and store. Perfect for my small space!,4808,easy fold store perfect small space,0.765,positive,Positive
"Some scratches were present upon delivery, but it's functional",4809,scratches present upon delivery functional,0.0,neutral,Neutral
Easy to fold and store. Perfect for my small space!,4810,easy fold store perfect small space,0.765,positive,Positive
good product,4811,good product,0.4404,positive,Positive
,4812,,,neutral,Neutral
"A bit heavy to handle, but overall it does the job well",4813,bit heavy handle overall job well,0.2732,positive,Positive
Very sturdy and feels safe to use. Highly recommended!,4814,sturdy feels safe use highly recommended,0.6115,positive,Positive
good product,4815,good product,0.4404,positive,Positive
The ladder feels a bit shakyNot worth the price,4816,ladder feels bit shakynot worth price,0.2263,positive,Negative
Very sturdy and feels safe to use. Highly recommended!,4817,sturdy feels safe use highly recommended,0.6115,positive,Positive
Not happy with the stability; it wobbles a bit,4818,not happy stability wobbles bit,-0.4585,negative,Negative
"Very convenient to usePerfect for home projectsGreat height, easy to storeWouldn't recommend thisQuality could be betterAmazing build quality!Lightweight and easy to carryDoes the job, nothing fancyArrived on time, no issuesMissing a few screwsPerfect for cleaning guttersToo short for my needsVersatile and multi-functionalImpressive stabilityPaint chipped after one useHighly recommend this ladderFeels very durableNot suitable for outdoor workAssembly was a bit trickyCompact but sturdyIdeal for professional useCould use better packagingA bit heavier than expectedVery easy to extend and retractLifesaver for painting jobs!Poor customer support experienceLooks good, feels solidHappy with this purchaseOne of the steps is looseGood height for my needsFeels cheap, might not lastPerfect for small spacesVery stable even on uneven surfaces.Not as tall as describedGood grip and slip resistanceA bit overpriced but functionalDoesn't feel safe for heavier usersCompact design is a plusEasy to set up and take down.The hinges feel weakWorks well on hard surfacesDoesn't fit in my storage areaGreat for indoor useLadder locks securely in placeGreat value for money. Works perfectly for outdoor tasks",4819,convenient useperfect home projectsgreat height easy storewouldnt recommend thisquality could betteramazing build qualitylightweight easy carrydoes job nothing fancyarrived time no issuesmissing screwsperfect cleaning gutterstoo short needsversatile multifunctionalimpressive stabilitypaint chipped one usehighly recommend ladderfeels durablenot suitable outdoor workassembly bit trickycompact sturdyideal professional usecould use better packaginga bit heavier expectedvery easy extend retractlifesaver painting jobspoor customer support experiencelooks good feels solidhappy purchaseone steps loosegood height needsfeels cheap might not lastperfect small spacesvery stable even uneven surfacesnot tall describedgood grip slip resistancea bit overpriced functionaldoesnt feel safe heavier userscompact design pluseasy set take downthe hinges feel weakworks well hard surfacesdoesnt fit storage areagreat indoor useladder locks securely placegreat value money works perfectly outdoor tasks,0.9899,positive,Positive
Easy to fold and store. Perfect for my small space!,4820,easy fold store perfect small space,0.765,positive,Positive
Not happy with the stability; it wobbles a bit,4821,not happy stability wobbles bit,-0.4585,negative,Negative
"Some scratches were present upon delivery, but it's functional",4822,scratches present upon delivery functional,0.0,neutral,Neutral
Sturdy and reliable,4823,sturdy reliable,0.0,neutral,Neutral
,4824,,,neutral,Neutral
Easy to fold and store. Perfect for my small space!,4825,easy fold store perfect small space,0.765,positive,Positive
"Very convenient to usePerfect for home projectsGreat height, easy to storeWouldn't recommend thisQuality could be betterAmazing build quality!Lightweight and easy to carryDoes the job, nothing fancyArrived on time, no issuesMissing a few screwsPerfect for cleaning guttersToo short for my needsVersatile and multi-functionalImpressive stabilityPaint chipped after one useHighly recommend this ladderFeels very durableNot suitable for outdoor workAssembly was a bit trickyCompact but sturdyIdeal for professional useCould use better packagingA bit heavier than expectedVery easy to extend and retractLifesaver for painting jobs!Poor customer support experienceLooks good, feels solidHappy with this purchaseOne of the steps is looseGood height for my needsFeels cheap, might not lastPerfect for small spacesVery stable even on uneven surfaces.Not as tall as describedGood grip and slip resistanceA bit overpriced but functionalDoesn't feel safe for heavier usersCompact design is a plusEasy to set up and take down.The hinges feel weakWorks well on hard surfacesDoesn't fit in my storage areaGreat for indoor useLadder locks securely in placeGreat value for money. Works perfectly for outdoor tasks",4826,convenient useperfect home projectsgreat height easy storewouldnt recommend thisquality could betteramazing build qualitylightweight easy carrydoes job nothing fancyarrived time no issuesmissing screwsperfect cleaning gutterstoo short needsversatile multifunctionalimpressive stabilitypaint chipped one usehighly recommend ladderfeels durablenot suitable outdoor workassembly bit trickycompact sturdyideal professional usecould use better packaginga bit heavier expectedvery easy extend retractlifesaver painting jobspoor customer support experiencelooks good feels solidhappy purchaseone steps loosegood height needsfeels cheap might not lastperfect small spacesvery stable even uneven surfacesnot tall describedgood grip slip resistancea bit overpriced functionaldoesnt feel safe heavier userscompact design pluseasy set take downthe hinges feel weakworks well hard surfacesdoesnt fit storage areagreat indoor useladder locks securely placegreat value money works perfectly outdoor tasks,0.9899,positive,Positive
"Some scratches were present upon delivery, but it's functional",4827,scratches present upon delivery functional,0.0,neutral,Neutral
"A bit heavy to handle, but overall it does the job well",4828,bit heavy handle overall job well,0.2732,positive,Positive
The height is just right for cleaning and painting tasks,4829,height right cleaning painting tasks,0.0,neutral,Positive
Very sturdy and feels safe to use. Highly recommended!,4830,sturdy feels safe use highly recommended,0.6115,positive,Positive
,4831,,,neutral,Neutral
good product,4832,good product,0.4404,positive,Positive
"A bit heavy to handle, but overall it does the job well",4833,bit heavy handle overall job well,0.2732,positive,Positive
"Some scratches were present upon delivery, but it's functional",4834,scratches present upon delivery functional,0.0,neutral,Neutral
Not satisfied. Expected better build quality.,4835,not satisfied expected better build quality,-0.5773,negative,Negative
The height is just right for cleaning and painting tasks,4836,height right cleaning painting tasks,0.0,neutral,Positive
Not satisfied. Expected better build quality.,4837,not satisfied expected better build quality,-0.5773,negative,Negative
good,4838,good,0.4404,positive,Positive
,4839,,,neutral,Neutral
The quality is excellent; I feel safe using it,4840,quality excellent feel safe using,0.765,positive,Positive
"Very convenient to usePerfect for home projectsGreat height, easy to storeWouldn't recommend thisQuality could be betterAmazing build quality!Lightweight and easy to carryDoes the job, nothing fancyArrived on time, no issuesMissing a few screwsPerfect for cleaning guttersToo short for my needsVersatile and multi-functionalImpressive stabilityPaint chipped after one useHighly recommend this ladderFeels very durableNot suitable for outdoor workAssembly was a bit trickyCompact but sturdyIdeal for professional useCould use better packagingA bit heavier than expectedVery easy to extend and retractLifesaver for painting jobs!Poor customer support experienceLooks good, feels solidHappy with this purchaseOne of the steps is looseGood height for my needsFeels cheap, might not lastPerfect for small spacesVery stable even on uneven surfaces.Not as tall as describedGood grip and slip resistanceA bit overpriced but functionalDoesn't feel safe for heavier usersCompact design is a plusEasy to set up and take down.The hinges feel weakWorks well on hard surfacesDoesn't fit in my storage areaGreat for indoor useLadder locks securely in placeGreat value for money. Works perfectly for outdoor tasks",4841,convenient useperfect home projectsgreat height easy storewouldnt recommend thisquality could betteramazing build qualitylightweight easy carrydoes job nothing fancyarrived time no issuesmissing screwsperfect cleaning gutterstoo short needsversatile multifunctionalimpressive stabilitypaint chipped one usehighly recommend ladderfeels durablenot suitable outdoor workassembly bit trickycompact sturdyideal professional usecould use better packaginga bit heavier expectedvery easy extend retractlifesaver painting jobspoor customer support experiencelooks good feels solidhappy purchaseone steps loosegood height needsfeels cheap might not lastperfect small spacesvery stable even uneven surfacesnot tall describedgood grip slip resistancea bit overpriced functionaldoesnt feel safe heavier userscompact design pluseasy set take downthe hinges feel weakworks well hard surfacesdoesnt fit storage areagreat indoor useladder locks securely placegreat value money works perfectly outdoor tasks,0.9899,positive,Positive
Very sturdy and feels safe to use. Highly recommended!,4842,sturdy feels safe use highly recommended,0.6115,positive,Positive
,4843,,,neutral,Neutral
,4844,,,neutral,Neutral
good,4845,good,0.4404,positive,Positive
,4846,,,neutral,Neutral
"Some scratches were present upon delivery, but it's functional",4847,scratches present upon delivery functional,0.0,neutral,Neutral
good product,4848,good product,0.4404,positive,Positive
Sturdy and reliable,4849,sturdy reliable,0.0,neutral,Neutral
Very sturdy and feels safe to use. Highly recommended!,4850,sturdy feels safe use highly recommended,0.6115,positive,Positive
Very sturdy and feels safe to use. Highly recommended!,4851,sturdy feels safe use highly recommended,0.6115,positive,Positive
"Good product, works as expected",4852,good product works expected,0.4404,positive,Positive
Very sturdy and feels safe to use. Highly recommended!,4853,sturdy feels safe use highly recommended,0.6115,positive,Positive
,4854,,,neutral,Neutral
good product,4855,good product,0.4404,positive,Positive
"Some scratches were present upon delivery, but it's functional",4856,scratches present upon delivery functional,0.0,neutral,Neutral
,4857,,,neutral,Neutral
The ladder feels a bit shakyNot worth the price,4858,ladder feels bit shakynot worth price,0.2263,positive,Negative
Easy to fold and store. Perfect for my small space!,4859,easy fold store perfect small space,0.765,positive,Positive
The ladder feels a bit shakyNot worth the price,4860,ladder feels bit shakynot worth price,0.2263,positive,Negative
This ladder is compact and easy to carry around,4861,ladder compact easy carry around,0.4404,positive,Positive
Sturdy and reliable,4862,sturdy reliable,0.0,neutral,Neutral
good product,4863,good product,0.4404,positive,Positive
Not satisfied. Expected better build quality.,4864,not satisfied expected better build quality,-0.5773,negative,Negative
The ladder feels a bit shakyNot worth the price,4865,ladder feels bit shakynot worth price,0.2263,positive,Negative
The quality is excellent; I feel safe using it,4866,quality excellent feel safe using,0.765,positive,Positive
good,4867,good,0.4404,positive,Positive
Very sturdy and feels safe to use. Highly recommended!,4868,sturdy feels safe use highly recommended,0.6115,positive,Positive
Not satisfied. Expected better build quality.,4869,not satisfied expected better build quality,-0.5773,negative,Negative
"Good product, works as expected",4870,good product works expected,0.4404,positive,Positive
Not happy with the stability; it wobbles a bit,4871,not happy stability wobbles bit,-0.4585,negative,Negative
Very sturdy and feels safe to use. Highly recommended!,4872,sturdy feels safe use highly recommended,0.6115,positive,Positive
Not satisfied. Expected better build quality.,4873,not satisfied expected better build quality,-0.5773,negative,Negative
Not happy with the stability; it wobbles a bit,4874,not happy stability wobbles bit,-0.4585,negative,Negative
Very sturdy and feels safe to use. Highly recommended!,4875,sturdy feels safe use highly recommended,0.6115,positive,Positive
,4876,,,neutral,Neutral
The quality is excellent; I feel safe using it,4877,quality excellent feel safe using,0.765,positive,Positive
Easy to fold and store. Perfect for my small space!,4878,easy fold store perfect small space,0.765,positive,Positive
Easy to fold and store. Perfect for my small space!,4879,easy fold store perfect small space,0.765,positive,Positive
Very sturdy and feels safe to use. Highly recommended!,4880,sturdy feels safe use highly recommended,0.6115,positive,Positive
Not happy with the stability; it wobbles a bit,4881,not happy stability wobbles bit,-0.4585,negative,Negative
"A bit heavy to handle, but overall it does the job well",4882,bit heavy handle overall job well,0.2732,positive,Positive
"Very convenient to usePerfect for home projectsGreat height, easy to storeWouldn't recommend thisQuality could be betterAmazing build quality!Lightweight and easy to carryDoes the job, nothing fancyArrived on time, no issuesMissing a few screwsPerfect for cleaning guttersToo short for my needsVersatile and multi-functionalImpressive stabilityPaint chipped after one useHighly recommend this ladderFeels very durableNot suitable for outdoor workAssembly was a bit trickyCompact but sturdyIdeal for professional useCould use better packagingA bit heavier than expectedVery easy to extend and retractLifesaver for painting jobs!Poor customer support experienceLooks good, feels solidHappy with this purchaseOne of the steps is looseGood height for my needsFeels cheap, might not lastPerfect for small spacesVery stable even on uneven surfaces.Not as tall as describedGood grip and slip resistanceA bit overpriced but functionalDoesn't feel safe for heavier usersCompact design is a plusEasy to set up and take down.The hinges feel weakWorks well on hard surfacesDoesn't fit in my storage areaGreat for indoor useLadder locks securely in placeGreat value for money. Works perfectly for outdoor tasks",4883,convenient useperfect home projectsgreat height easy storewouldnt recommend thisquality could betteramazing build qualitylightweight easy carrydoes job nothing fancyarrived time no issuesmissing screwsperfect cleaning gutterstoo short needsversatile multifunctionalimpressive stabilitypaint chipped one usehighly recommend ladderfeels durablenot suitable outdoor workassembly bit trickycompact sturdyideal professional usecould use better packaginga bit heavier expectedvery easy extend retractlifesaver painting jobspoor customer support experiencelooks good feels solidhappy purchaseone steps loosegood height needsfeels cheap might not lastperfect small spacesvery stable even uneven surfacesnot tall describedgood grip slip resistancea bit overpriced functionaldoesnt feel safe heavier userscompact design pluseasy set take downthe hinges feel weakworks well hard surfacesdoesnt fit storage areagreat indoor useladder locks securely placegreat value money works perfectly outdoor tasks,0.9899,positive,Positive
The ladder feels a bit shakyNot worth the price,4884,ladder feels bit shakynot worth price,0.2263,positive,Negative
"Very convenient to usePerfect for home projectsGreat height, easy to storeWouldn't recommend thisQuality could be betterAmazing build quality!Lightweight and easy to carryDoes the job, nothing fancyArrived on time, no issuesMissing a few screwsPerfect for cleaning guttersToo short for my needsVersatile and multi-functionalImpressive stabilityPaint chipped after one useHighly recommend this ladderFeels very durableNot suitable for outdoor workAssembly was a bit trickyCompact but sturdyIdeal for professional useCould use better packagingA bit heavier than expectedVery easy to extend and retractLifesaver for painting jobs!Poor customer support experienceLooks good, feels solidHappy with this purchaseOne of the steps is looseGood height for my needsFeels cheap, might not lastPerfect for small spacesVery stable even on uneven surfaces.Not as tall as describedGood grip and slip resistanceA bit overpriced but functionalDoesn't feel safe for heavier usersCompact design is a plusEasy to set up and take down.The hinges feel weakWorks well on hard surfacesDoesn't fit in my storage areaGreat for indoor useLadder locks securely in placeGreat value for money. Works perfectly for outdoor tasks",4885,convenient useperfect home projectsgreat height easy storewouldnt recommend thisquality could betteramazing build qualitylightweight easy carrydoes job nothing fancyarrived time no issuesmissing screwsperfect cleaning gutterstoo short needsversatile multifunctionalimpressive stabilitypaint chipped one usehighly recommend ladderfeels durablenot suitable outdoor workassembly bit trickycompact sturdyideal professional usecould use better packaginga bit heavier expectedvery easy extend retractlifesaver painting jobspoor customer support experiencelooks good feels solidhappy purchaseone steps loosegood height needsfeels cheap might not lastperfect small spacesvery stable even uneven surfacesnot tall describedgood grip slip resistancea bit overpriced functionaldoesnt feel safe heavier userscompact design pluseasy set take downthe hinges feel weakworks well hard surfacesdoesnt fit storage areagreat indoor useladder locks securely placegreat value money works perfectly outdoor tasks,0.9899,positive,Positive
Not happy with the stability; it wobbles a bit,4886,not happy stability wobbles bit,-0.4585,negative,Negative
good,4887,good,0.4404,positive,Positive
The quality is excellent; I feel safe using it,4888,quality excellent feel safe using,0.765,positive,Positive
Easy to fold and store. Perfect for my small space!,4889,easy fold store perfect small space,0.765,positive,Positive
Easy to fold and store. Perfect for my small space!,4890,easy fold store perfect small space,0.765,positive,Positive
Easy to fold and store. Perfect for my small space!,4891,easy fold store perfect small space,0.765,positive,Positive
good product,4892,good product,0.4404,positive,Positive
The quality is excellent; I feel safe using it,4893,quality excellent feel safe using,0.765,positive,Positive
Not happy with the stability; it wobbles a bit,4894,not happy stability wobbles bit,-0.4585,negative,Negative
good,4895,good,0.4404,positive,Positive
Not satisfied. Expected better build quality.,4896,not satisfied expected better build quality,-0.5773,negative,Negative
This ladder is compact and easy to carry around,4897,ladder compact easy carry around,0.4404,positive,Positive
"Good product, works as expected",4898,good product works expected,0.4404,positive,Positive
"Good product, works as expected",4899,good product works expected,0.4404,positive,Positive
good product,4900,good product,0.4404,positive,Positive
The height is just right for cleaning and painting tasks,4901,height right cleaning painting tasks,0.0,neutral,Positive
