date,customer_name,review_text,review_rating,verified_purchase,ladder_type,size
2025-01-08,Tharini Gomes,The quality is excellent; I feel safe using it,3,True,step ladder,4ft
2024-04-29,Dilan Johnson,This ladder is compact and easy to carry around,4,True,step ladder,8ft
2024-02-04,James,Easy to fold and store. Perfect for my small space!,4,False,step ladder,
2025-01-18,Nishan,Sturdy and reliable,5,True,step ladder,7ft
2024-08-11,Isuru,,4,True,step ladder,8ft
2023-07-05,Ravindu Perera,,3,True,multi-purpose ladder,16ft
2024-06-11,James Ratnayake,,3,True,step ladder,7ft
2024-01-11,,The ladder feels a bit shakyNot worth the price,2,True,multi-purpose ladder,20ft
2023-08-04,Rohan,The quality is excellent; I feel safe using it,4,True,multi-purpose ladder,
2023-06-30,W. Jayasinghe,Easy to fold and store. Perfect for my small space!,4,True,step ladder,7ft
2023-07-14,James Mitchell,"A bit heavy to handle, but overall it does the job well",3,True,step ladder,6ft
2024-11-26,Amelia Lewis,Not satisfied. Expected better build quality.,2,True,multi-purpose ladder,20ft
2024-07-11,Jessica Williams,Not satisfied. Expected better build quality.,1,True,step ladder,6ft
2024-04-04,,,3,True,multi-purpose ladder,12ft
2024-03-22,Pradeep Gunawardena,Not happy with the stability; it wobbles a bit,1,True,step ladder,5ft
2024-09-12,Rohan,The ladder feels a bit shakyNot worth the price,1,True,multi-purpose ladder,12ft
2023-11-25,,Very sturdy and feels safe to use. Highly recommended!,4,False,multi-purpose ladder,16ft
2023-09-14,Saniya,,4,True,multi-purpose ladder,16ft
2024-11-25,M. Perera,Sturdy and reliable,4,True,multi-purpose ladder,16ft
2023-05-29,Ravindu,"A bit heavy to handle, but overall it does the job well",3,True,step ladder,6ft
2024-11-12,Tilan,,4,True,step ladder,8ft
2023-08-29,Maya Williams,Not satisfied. Expected better build quality.,2,True,multi-purpose ladder,20ft
2024-09-22,Tharini Ratnayake,This ladder is compact and easy to carry around,5,True,step ladder,4ft
2023-11-15,James Martin,"Very convenient to usePerfect for home projectsGreat height, easy to storeWouldn't recommend thisQuality could be betterAmazing build quality!Lightweight and easy to carryDoes the job, nothing fancyArrived on time, no issuesMissing a few screwsPerfect for cleaning guttersToo short for my needsVersatile and multi-functionalImpressive stabilityPaint chipped after one useHighly recommend this ladderFeels very durableNot suitable for outdoor workAssembly was a bit trickyCompact but sturdyIdeal for professional useCould use better packagingA bit heavier than expectedVery easy to extend and retractLifesaver for painting jobs!Poor customer support experienceLooks good, feels solidHappy with this purchaseOne of the steps is looseGood height for my needsFeels cheap, might not lastPerfect for small spacesVery stable even on uneven surfaces.Not as tall as describedGood grip and slip resistanceA bit overpriced but functionalDoesn't feel safe for heavier usersCompact design is a plusEasy to set up and take down.The hinges feel weakWorks well on hard surfacesDoesn't fit in my storage areaGreat for indoor useLadder locks securely in placeGreat value for money. Works perfectly for outdoor tasks",2,True,step ladder,5ft
2023-03-12,Tess Anderson,,4,False,step ladder,6ft
2023-10-27,Sophie Senanayake,"A bit heavy to handle, but overall it does the job well",4,True,multi-purpose ladder,12ft
2023-02-25,,Very sturdy and feels safe to use. Highly recommended!,4,True,step ladder,7ft
2023-10-12,Nishan,This ladder is compact and easy to carry around,5,True,multi-purpose ladder,20ft
2024-05-28,Lahiru,The quality is excellent; I feel safe using it,3,True,step ladder,6ft
2024-01-07,Benjamin,"A bit heavy to handle, but overall it does the job well",4,True,step ladder,10ft
2025-01-06,Chaminda Namal,This ladder is compact and easy to carry around,4,True,multi-purpose ladder,20ft
2023-05-18,Saniya,"Good product, works as expected",4,True,multi-purpose ladder,12ft
2024-03-21,Saman,good product,4,True,step ladder,6ft
2024-10-19,Pradeep Fernando,Very sturdy and feels safe to use. Highly recommended!,5,True,multi-purpose ladder,20ft
2023-01-31,Tess Lewis,Easy to fold and store. Perfect for my small space!,5,True,multi-purpose ladder,16ft
2023-06-20,W. Mitchell,,3,True,step ladder,6ft
2024-03-13,Ruwani,good,4,True,step ladder,6ft
2023-06-19,Tharini,"Good product, works as expected",4,True,multi-purpose ladder,12ft
2024-07-27,Ruwani,The ladder feels a bit shakyNot worth the price,1,True,multi-purpose ladder,12ft
2024-05-23,Emma Senanayake,"Very convenient to usePerfect for home projectsGreat height, easy to storeWouldn't recommend thisQuality could be betterAmazing build quality!Lightweight and easy to carryDoes the job, nothing fancyArrived on time, no issuesMissing a few screwsPerfect for cleaning guttersToo short for my needsVersatile and multi-functionalImpressive stabilityPaint chipped after one useHighly recommend this ladderFeels very durableNot suitable for outdoor workAssembly was a bit trickyCompact but sturdyIdeal for professional useCould use better packagingA bit heavier than expectedVery easy to extend and retractLifesaver for painting jobs!Poor customer support experienceLooks good, feels solidHappy with this purchaseOne of the steps is looseGood height for my needsFeels cheap, might not lastPerfect for small spacesVery stable even on uneven surfaces.Not as tall as describedGood grip and slip resistanceA bit overpriced but functionalDoesn't feel safe for heavier usersCompact design is a plusEasy to set up and take down.The hinges feel weakWorks well on hard surfacesDoesn't fit in my storage areaGreat for indoor useLadder locks securely in placeGreat value for money. Works perfectly for outdoor tasks",1,True,step ladder,10ft
2024-09-15,Kavindi,Sturdy and reliable,5,True,multi-purpose ladder,12ft
2023-10-31,Chaminda Perera,Very sturdy and feels safe to use. Highly recommended!,4,False,step ladder,10ft
2023-11-29,Nirosha Liyanage,good product,4,True,multi-purpose ladder,12ft
2024-05-09,Grace Clark,Easy to fold and store. Perfect for my small space!,5,True,step ladder,8ft
2024-03-04,Ethan,This ladder is compact and easy to carry around,4,True,multi-purpose ladder,20ft
2023-02-02,Nirosha Thompson,"Very convenient to usePerfect for home projectsGreat height, easy to storeWouldn't recommend thisQuality could be betterAmazing build quality!Lightweight and easy to carryDoes the job, nothing fancyArrived on time, no issuesMissing a few screwsPerfect for cleaning guttersToo short for my needsVersatile and multi-functionalImpressive stabilityPaint chipped after one useHighly recommend this ladderFeels very durableNot suitable for outdoor workAssembly was a bit trickyCompact but sturdyIdeal for professional useCould use better packagingA bit heavier than expectedVery easy to extend and retractLifesaver for painting jobs!Poor customer support experienceLooks good, feels solidHappy with this purchaseOne of the steps is looseGood height for my needsFeels cheap, might not lastPerfect for small spacesVery stable even on uneven surfaces.Not as tall as describedGood grip and slip resistanceA bit overpriced but functionalDoesn't feel safe for heavier usersCompact design is a plusEasy to set up and take down.The hinges feel weakWorks well on hard surfacesDoesn't fit in my storage areaGreat for indoor useLadder locks securely in placeGreat value for money. Works perfectly for outdoor tasks",2,True,multi-purpose ladder,20ft
2023-05-02,,good product,3,True,multi-purpose ladder,12ft
2023-10-11,,"Good product, works as expected",3,True,step ladder,4ft
2024-10-27,M. Perera,Very sturdy and feels safe to use. Highly recommended!,5,True,multi-purpose ladder,12ft
2023-10-18,Emma,,4,True,multi-purpose ladder,12ft
2023-10-17,Isuru Senanayake,good product,4,False,step ladder,6ft
2024-11-10,Isuru Clark,"Good product, works as expected",3,True,step ladder,10ft
2024-02-27,Isuru Brown,good,3,True,step ladder,6ft
2023-12-10,Ajantha,This ladder is compact and easy to carry around,5,True,multi-purpose ladder,16ft
2023-06-22,Ruwani Brown,"Very convenient to usePerfect for home projectsGreat height, easy to storeWouldn't recommend thisQuality could be betterAmazing build quality!Lightweight and easy to carryDoes the job, nothing fancyArrived on time, no issuesMissing a few screwsPerfect for cleaning guttersToo short for my needsVersatile and multi-functionalImpressive stabilityPaint chipped after one useHighly recommend this ladderFeels very durableNot suitable for outdoor workAssembly was a bit trickyCompact but sturdyIdeal for professional useCould use better packagingA bit heavier than expectedVery easy to extend and retractLifesaver for painting jobs!Poor customer support experienceLooks good, feels solidHappy with this purchaseOne of the steps is looseGood height for my needsFeels cheap, might not lastPerfect for small spacesVery stable even on uneven surfaces.Not as tall as describedGood grip and slip resistanceA bit overpriced but functionalDoesn't feel safe for heavier usersCompact design is a plusEasy to set up and take down.The hinges feel weakWorks well on hard surfacesDoesn't fit in my storage areaGreat for indoor useLadder locks securely in placeGreat value for money. Works perfectly for outdoor tasks",1,True,step ladder,7ft
2023-08-30,W. Liyanage,Not happy with the stability; it wobbles a bit,1,True,step ladder,6ft
2023-12-12,,Not satisfied. Expected better build quality.,2,True,step ladder,6ft
2024-12-22,,Sturdy and reliable,4,True,multi-purpose ladder,
2023-07-16,W. Roberts,"A bit heavy to handle, but overall it does the job well",3,True,step ladder,4ft
2023-05-29,Rohan Fernando,"Some scratches were present upon delivery, but it's functional",1,True,multi-purpose ladder,12ft
2023-02-16,Sophie Martin,Very sturdy and feels safe to use. Highly recommended!,4,False,step ladder,7ft
2024-08-27,Kavindi,good product,4,True,step ladder,5ft
2024-07-21,Tilan Jayasinghe,"Some scratches were present upon delivery, but it's functional",2,False,multi-purpose ladder,20ft
2023-02-03,Benjamin Liyanage,good,3,True,multi-purpose ladder,20ft
2024-08-26,W. Ratnayake,"Good product, works as expected",4,True,step ladder,8ft
2023-05-15,Lahiru Mahendran,"A bit heavy to handle, but overall it does the job well",3,True,multi-purpose ladder,12ft
2023-04-04,Lucas,,3,True,step ladder,6ft
2024-11-21,,good,4,True,multi-purpose ladder,12ft
2024-01-22,Ravindu Gomes,"Very convenient to usePerfect for home projectsGreat height, easy to storeWouldn't recommend thisQuality could be betterAmazing build quality!Lightweight and easy to carryDoes the job, nothing fancyArrived on time, no issuesMissing a few screwsPerfect for cleaning guttersToo short for my needsVersatile and multi-functionalImpressive stabilityPaint chipped after one useHighly recommend this ladderFeels very durableNot suitable for outdoor workAssembly was a bit trickyCompact but sturdyIdeal for professional useCould use better packagingA bit heavier than expectedVery easy to extend and retractLifesaver for painting jobs!Poor customer support experienceLooks good, feels solidHappy with this purchaseOne of the steps is looseGood height for my needsFeels cheap, might not lastPerfect for small spacesVery stable even on uneven surfaces.Not as tall as describedGood grip and slip resistanceA bit overpriced but functionalDoesn't feel safe for heavier usersCompact design is a plusEasy to set up and take down.The hinges feel weakWorks well on hard surfacesDoesn't fit in my storage areaGreat for indoor useLadder locks securely in placeGreat value for money. Works perfectly for outdoor tasks",2,False,step ladder,4ft
2024-01-07,Ethan Smith,The ladder feels a bit shakyNot worth the price,2,True,step ladder,5ft
2023-07-09,Saman Senanayake,This ladder is compact and easy to carry around,5,True,multi-purpose ladder,12ft
2024-04-07,Tess Perera,"Some scratches were present upon delivery, but it's functional",2,True,multi-purpose ladder,20ft
2023-08-04,Zane Roberts,Easy to fold and store. Perfect for my small space!,4,False,step ladder,4ft
2024-03-30,Dilan Smith,,4,False,step ladder,7ft
2023-06-24,Ajantha Harris,"Good product, works as expected",4,True,step ladder,10ft
2024-05-29,Nishan Chandrasiri,The quality is excellent; I feel safe using it,3,True,multi-purpose ladder,16ft
2024-12-05,Ruwani Smith,"Good product, works as expected",4,True,multi-purpose ladder,12ft
2023-09-03,Charlotte,good,4,True,multi-purpose ladder,12ft
2023-02-20,Zane Clark,Not satisfied. Expected better build quality.,2,False,multi-purpose ladder,20ft
2024-12-08,Rohan,Sturdy and reliable,5,True,step ladder,7ft
2024-06-13,Benjamin,Sturdy and reliable,4,True,multi-purpose ladder,16ft
2024-02-17,Dilan Mahendran,This ladder is compact and easy to carry around,4,True,multi-purpose ladder,20ft
2025-01-14,M. Johnson,The quality is excellent; I feel safe using it,4,False,multi-purpose ladder,16ft
2023-12-30,Nishan Jayasinghe,The ladder feels a bit shakyNot worth the price,1,True,step ladder,7ft
2024-04-05,Benjamin,Very sturdy and feels safe to use. Highly recommended!,4,True,step ladder,10ft
2024-05-13,Ravindu Williams,Sturdy and reliable,5,True,multi-purpose ladder,12ft
2024-10-09,Saman,"Good product, works as expected",3,True,multi-purpose ladder,12ft
2024-10-19,Rohan Mitchell,"Some scratches were present upon delivery, but it's functional",2,True,step ladder,10ft
2024-03-14,Lahiru Mendis,The ladder feels a bit shakyNot worth the price,1,True,multi-purpose ladder,16ft
2024-05-06,Kavindi Samarasinghe,The quality is excellent; I feel safe using it,4,True,step ladder,4ft
2025-01-18,Nirosha,The height is just right for cleaning and painting tasks,3,True,multi-purpose ladder,12ft
2023-12-24,Chaminda,"A bit heavy to handle, but overall it does the job well",3,True,step ladder,10ft
2024-07-08,Dinesh Mitchell,Very sturdy and feels safe to use. Highly recommended!,4,True,step ladder,10ft
2023-12-17,,"A bit heavy to handle, but overall it does the job well",4,True,multi-purpose ladder,12ft
2023-02-18,James Fernando,The ladder feels a bit shakyNot worth the price,2,False,multi-purpose ladder,16ft
2024-07-28,Ruwani Dias,,3,True,multi-purpose ladder,16ft
2024-05-07,Ajantha Williams,"Very convenient to usePerfect for home projectsGreat height, easy to storeWouldn't recommend thisQuality could be betterAmazing build quality!Lightweight and easy to carryDoes the job, nothing fancyArrived on time, no issuesMissing a few screwsPerfect for cleaning guttersToo short for my needsVersatile and multi-functionalImpressive stabilityPaint chipped after one useHighly recommend this ladderFeels very durableNot suitable for outdoor workAssembly was a bit trickyCompact but sturdyIdeal for professional useCould use better packagingA bit heavier than expectedVery easy to extend and retractLifesaver for painting jobs!Poor customer support experienceLooks good, feels solidHappy with this purchaseOne of the steps is looseGood height for my needsFeels cheap, might not lastPerfect for small spacesVery stable even on uneven surfaces.Not as tall as describedGood grip and slip resistanceA bit overpriced but functionalDoesn't feel safe for heavier usersCompact design is a plusEasy to set up and take down.The hinges feel weakWorks well on hard surfacesDoesn't fit in my storage areaGreat for indoor useLadder locks securely in placeGreat value for money. Works perfectly for outdoor tasks",1,False,step ladder,8ft
2024-08-25,James Mitchell,The quality is excellent; I feel safe using it,4,True,multi-purpose ladder,20ft
2023-12-26,Emma,The quality is excellent; I feel safe using it,4,True,step ladder,5ft
2023-09-14,Ruwani,Easy to fold and store. Perfect for my small space!,5,True,multi-purpose ladder,16ft
2024-08-02,Jessica Jayasinghe,This ladder is compact and easy to carry around,5,True,multi-purpose ladder,16ft
2024-05-04,Nirosha,The quality is excellent; I feel safe using it,4,True,step ladder,8ft
2024-09-04,Chaminda Clark,,4,True,multi-purpose ladder,16ft
2023-07-10,Amelia Gomes,Not satisfied. Expected better build quality.,2,True,step ladder,4ft
2024-06-29,Tess Lewis,The height is just right for cleaning and painting tasks,4,True,multi-purpose ladder,12ft
2024-10-06,Isuru Senanayake,The quality is excellent; I feel safe using it,4,True,step ladder,7ft
2023-10-26,W. Fernando,,3,False,step ladder,5ft
2023-03-06,Nirosha Senanayake,Not satisfied. Expected better build quality.,1,True,step ladder,5ft
2023-03-22,,Not happy with the stability; it wobbles a bit,2,True,step ladder,5ft
2023-08-28,Saman,The ladder feels a bit shakyNot worth the price,2,True,multi-purpose ladder,12ft
2024-02-10,Benjamin,good product,4,True,step ladder,10ft
2023-01-27,Saman,The height is just right for cleaning and painting tasks,3,True,multi-purpose ladder,12ft
2023-08-02,Amelia,good product,3,True,step ladder,6ft
2023-06-20,Pradeep,The quality is excellent; I feel safe using it,4,True,step ladder,4ft
2024-07-21,M. Wijesinghe,,3,True,multi-purpose ladder,12ft
2024-07-23,Lucas Mitchell,Easy to fold and store. Perfect for my small space!,4,True,step ladder,10ft
2023-02-11,James,Very sturdy and feels safe to use. Highly recommended!,5,True,multi-purpose ladder,12ft
2024-04-24,Amelia Roberts,Easy to fold and store. Perfect for my small space!,5,True,multi-purpose ladder,20ft
2024-08-17,,,3,True,multi-purpose ladder,20ft
2024-08-10,Lucas,Easy to fold and store. Perfect for my small space!,4,True,step ladder,8ft
2024-04-13,Charlotte Clark,Sturdy and reliable,5,True,multi-purpose ladder,16ft
2024-12-06,Saman Anderson,The ladder feels a bit shakyNot worth the price,2,True,step ladder,6ft
2023-12-10,R. Chandrasiri,The height is just right for cleaning and painting tasks,4,True,multi-purpose ladder,16ft
2024-04-29,Benjamin Thompson,"Some scratches were present upon delivery, but it's functional",2,True,step ladder,7ft
2024-10-23,,The quality is excellent; I feel safe using it,4,True,step ladder,4ft
2024-11-02,Ruwani Mahendran,good product,4,True,step ladder,8ft
2024-12-25,Dinesh Jayasinghe,The height is just right for cleaning and painting tasks,4,True,multi-purpose ladder,20ft
2024-05-26,Maya Thompson,,4,True,multi-purpose ladder,16ft
2024-02-28,,,4,False,step ladder,6ft
2023-02-14,Shashika Taylor,"Very convenient to usePerfect for home projectsGreat height, easy to storeWouldn't recommend thisQuality could be betterAmazing build quality!Lightweight and easy to carryDoes the job, nothing fancyArrived on time, no issuesMissing a few screwsPerfect for cleaning guttersToo short for my needsVersatile and multi-functionalImpressive stabilityPaint chipped after one useHighly recommend this ladderFeels very durableNot suitable for outdoor workAssembly was a bit trickyCompact but sturdyIdeal for professional useCould use better packagingA bit heavier than expectedVery easy to extend and retractLifesaver for painting jobs!Poor customer support experienceLooks good, feels solidHappy with this purchaseOne of the steps is looseGood height for my needsFeels cheap, might not lastPerfect for small spacesVery stable even on uneven surfaces.Not as tall as describedGood grip and slip resistanceA bit overpriced but functionalDoesn't feel safe for heavier usersCompact design is a plusEasy to set up and take down.The hinges feel weakWorks well on hard surfacesDoesn't fit in my storage areaGreat for indoor useLadder locks securely in placeGreat value for money. Works perfectly for outdoor tasks",2,True,multi-purpose ladder,12ft
2024-03-15,Zane,,3,True,multi-purpose ladder,16ft
2024-09-02,Tharini Gomes,"Some scratches were present upon delivery, but it's functional",2,True,step ladder,6ft
2024-02-03,Lucas Perera,The ladder feels a bit shakyNot worth the price,1,True,step ladder,4ft
2023-05-09,Sophie,Not happy with the stability; it wobbles a bit,2,True,step ladder,6ft
2023-05-29,Sophie,Not happy with the stability; it wobbles a bit,2,True,multi-purpose ladder,16ft
2023-12-30,Dinesh,"Some scratches were present upon delivery, but it's functional",1,True,step ladder,7ft
2023-09-15,Tharini,"Some scratches were present upon delivery, but it's functional",2,True,multi-purpose ladder,20ft
2024-03-31,M.,"A bit heavy to handle, but overall it does the job well",3,True,,
2023-06-15,Rohan,,3,True,step ladder,6ft
2023-06-29,,The height is just right for cleaning and painting tasks,3,True,step ladder,7ft
2023-05-24,James,"A bit heavy to handle, but overall it does the job well",4,True,multi-purpose ladder,20ft
2025-01-05,Lucas,"A bit heavy to handle, but overall it does the job well",4,True,step ladder,8ft
2024-09-15,Jessica Martin,,3,True,multi-purpose ladder,20ft
2024-09-28,Benjamin,"Good product, works as expected",3,True,step ladder,4ft
2023-12-04,Charlotte Mitchell,Easy to fold and store. Perfect for my small space!,5,True,multi-purpose ladder,20ft
2024-01-13,Saniya,"A bit heavy to handle, but overall it does the job well",4,True,,6ft
2025-01-07,Dinesh,good product,4,True,step ladder,6ft
2023-04-26,Zane Gunawardena,"Good product, works as expected",3,True,step ladder,5ft
2023-02-23,Benjamin Perera,"A bit heavy to handle, but overall it does the job well",4,True,step ladder,5ft
2023-08-28,Rohan Johnson,Easy to fold and store. Perfect for my small space!,4,True,multi-purpose ladder,16ft
2024-12-21,Pradeep Brown,Very sturdy and feels safe to use. Highly recommended!,5,True,multi-purpose ladder,12ft
2023-04-13,Nadeesha Fernando,Easy to fold and store. Perfect for my small space!,5,True,step ladder,4ft
2023-04-04,,good product,4,True,step ladder,8ft
2024-08-15,Chaminda,,4,True,step ladder,4ft
2023-06-02,,Easy to fold and store. Perfect for my small space!,4,True,step ladder,6ft
2024-02-18,Saniya Johnson,The height is just right for cleaning and painting tasks,3,False,multi-purpose ladder,12ft
2024-01-25,Ruwani,"Very convenient to usePerfect for home projectsGreat height, easy to storeWouldn't recommend thisQuality could be betterAmazing build quality!Lightweight and easy to carryDoes the job, nothing fancyArrived on time, no issuesMissing a few screwsPerfect for cleaning guttersToo short for my needsVersatile and multi-functionalImpressive stabilityPaint chipped after one useHighly recommend this ladderFeels very durableNot suitable for outdoor workAssembly was a bit trickyCompact but sturdyIdeal for professional useCould use better packagingA bit heavier than expectedVery easy to extend and retractLifesaver for painting jobs!Poor customer support experienceLooks good, feels solidHappy with this purchaseOne of the steps is looseGood height for my needsFeels cheap, might not lastPerfect for small spacesVery stable even on uneven surfaces.Not as tall as describedGood grip and slip resistanceA bit overpriced but functionalDoesn't feel safe for heavier usersCompact design is a plusEasy to set up and take down.The hinges feel weakWorks well on hard surfacesDoesn't fit in my storage areaGreat for indoor useLadder locks securely in placeGreat value for money. Works perfectly for outdoor tasks",1,True,step ladder,7ft
2024-02-25,Isuru Namal,Very sturdy and feels safe to use. Highly recommended!,5,True,step ladder,4ft
2023-03-01,Isuru Dias,"Some scratches were present upon delivery, but it's functional",1,False,multi-purpose ladder,16ft
2024-11-03,Benjamin Roberts,This ladder is compact and easy to carry around,5,True,step ladder,5ft
2023-10-24,Dilan Martin,Not satisfied. Expected better build quality.,1,True,multi-purpose ladder,16ft
2024-10-31,R.,"Some scratches were present upon delivery, but it's functional",1,True,step ladder,6ft
2024-05-06,Benjamin,The height is just right for cleaning and painting tasks,4,False,step ladder,7ft
2024-03-10,Nadeesha Roberts,The height is just right for cleaning and painting tasks,3,True,multi-purpose ladder,20ft
2024-03-02,Zane Roberts,"A bit heavy to handle, but overall it does the job well",4,True,step ladder,8ft
2024-05-11,,"Good product, works as expected",3,True,step ladder,6ft
2023-06-09,Saman,Not happy with the stability; it wobbles a bit,2,True,multi-purpose ladder,16ft
2024-08-11,,The ladder feels a bit shakyNot worth the price,1,False,multi-purpose ladder,20ft
2023-02-27,James Perera,The ladder feels a bit shakyNot worth the price,1,False,step ladder,6ft
2023-05-11,Ethan Taylor,"Good product, works as expected",3,True,step ladder,7ft
2023-04-29,James Samarasinghe,The quality is excellent; I feel safe using it,3,True,multi-purpose ladder,20ft
2023-09-10,James Dias,Easy to fold and store. Perfect for my small space!,4,True,multi-purpose ladder,12ft
2024-12-22,A.K. Thompson,Very sturdy and feels safe to use. Highly recommended!,5,True,step ladder,4ft
2023-09-30,Lahiru Martin,Very sturdy and feels safe to use. Highly recommended!,5,True,step ladder,6ft
2024-11-17,R.,Very sturdy and feels safe to use. Highly recommended!,5,False,multi-purpose ladder,16ft
2023-05-02,M. Clark,good product,3,True,step ladder,6ft
2024-12-27,,The ladder feels a bit shakyNot worth the price,1,True,step ladder,5ft
2024-02-06,Chaminda,This ladder is compact and easy to carry around,4,True,multi-purpose ladder,16ft
2024-03-28,Zane Senanayake,Sturdy and reliable,4,False,multi-purpose ladder,16ft
2024-11-01,Nishan,,3,True,multi-purpose ladder,12ft
2023-10-09,Nadeesha,Very sturdy and feels safe to use. Highly recommended!,4,True,step ladder,6ft
2024-10-02,Lucas Williams,The quality is excellent; I feel safe using it,4,True,step ladder,5ft
2023-05-27,Saman Perera,"A bit heavy to handle, but overall it does the job well",3,True,step ladder,7ft
2023-07-15,Kavindi,Not happy with the stability; it wobbles a bit,1,True,step ladder,7ft
2024-11-13,Rohan,,3,True,multi-purpose ladder,12ft
2023-07-22,Chaminda Mitchell,good product,4,True,multi-purpose ladder,12ft
2025-01-18,Amelia Clark,"Very convenient to usePerfect for home projectsGreat height, easy to storeWouldn't recommend thisQuality could be betterAmazing build quality!Lightweight and easy to carryDoes the job, nothing fancyArrived on time, no issuesMissing a few screwsPerfect for cleaning guttersToo short for my needsVersatile and multi-functionalImpressive stabilityPaint chipped after one useHighly recommend this ladderFeels very durableNot suitable for outdoor workAssembly was a bit trickyCompact but sturdyIdeal for professional useCould use better packagingA bit heavier than expectedVery easy to extend and retractLifesaver for painting jobs!Poor customer support experienceLooks good, feels solidHappy with this purchaseOne of the steps is looseGood height for my needsFeels cheap, might not lastPerfect for small spacesVery stable even on uneven surfaces.Not as tall as describedGood grip and slip resistanceA bit overpriced but functionalDoesn't feel safe for heavier usersCompact design is a plusEasy to set up and take down.The hinges feel weakWorks well on hard surfacesDoesn't fit in my storage areaGreat for indoor useLadder locks securely in placeGreat value for money. Works perfectly for outdoor tasks",2,True,step ladder,10ft
2023-08-12,Shashika Liyanage,Very sturdy and feels safe to use. Highly recommended!,4,True,step ladder,7ft
2023-07-31,Jessica Jayasinghe,Easy to fold and store. Perfect for my small space!,5,False,multi-purpose ladder,16ft
2024-06-02,Nishan Roberts,The quality is excellent; I feel safe using it,3,True,multi-purpose ladder,12ft
2023-03-07,Sophie Anderson,Sturdy and reliable,5,True,step ladder,4ft
2023-06-29,Ravindu Thompson,,3,True,step ladder,6ft
2024-05-19,Shashika,good product,4,True,step ladder,10ft
2023-02-14,Isuru De Silva,Not satisfied. Expected better build quality.,1,True,step ladder,6ft
2023-03-31,Saman Roberts,Very sturdy and feels safe to use. Highly recommended!,4,True,multi-purpose ladder,16ft
2023-04-01,James Taylor,Not satisfied. Expected better build quality.,2,True,step ladder,6ft
2024-09-20,Rohan,,4,False,step ladder,5ft
2024-06-19,Tharini Taylor,,4,True,multi-purpose ladder,20ft
2024-03-10,Rohan Ratnayake,Not satisfied. Expected better build quality.,2,True,multi-purpose ladder,12ft
2024-01-24,Zane Johnson,The height is just right for cleaning and painting tasks,4,False,step ladder,5ft
2024-04-27,Nadeesha Taylor,The ladder feels a bit shakyNot worth the price,1,True,multi-purpose ladder,20ft
2023-09-04,Zane,"Good product, works as expected",3,True,step ladder,6ft
2023-05-25,Benjamin Liyanage,Not happy with the stability; it wobbles a bit,1,True,multi-purpose ladder,20ft
2024-09-01,Dinesh Roberts,Sturdy and reliable,5,True,multi-purpose ladder,12ft
2024-07-30,Ajantha,Not satisfied. Expected better build quality.,1,True,step ladder,4ft
2024-10-27,Amelia Gomes,"Good product, works as expected",4,True,multi-purpose ladder,20ft
2024-12-28,Lahiru Johnson,Easy to fold and store. Perfect for my small space!,5,True,step ladder,10ft
2024-01-20,Tilan Dias,The height is just right for cleaning and painting tasks,3,True,multi-purpose ladder,20ft
2024-04-06,Isuru Dias,"Very convenient to usePerfect for home projectsGreat height, easy to storeWouldn't recommend thisQuality could be betterAmazing build quality!Lightweight and easy to carryDoes the job, nothing fancyArrived on time, no issuesMissing a few screwsPerfect for cleaning guttersToo short for my needsVersatile and multi-functionalImpressive stabilityPaint chipped after one useHighly recommend this ladderFeels very durableNot suitable for outdoor workAssembly was a bit trickyCompact but sturdyIdeal for professional useCould use better packagingA bit heavier than expectedVery easy to extend and retractLifesaver for painting jobs!Poor customer support experienceLooks good, feels solidHappy with this purchaseOne of the steps is looseGood height for my needsFeels cheap, might not lastPerfect for small spacesVery stable even on uneven surfaces.Not as tall as describedGood grip and slip resistanceA bit overpriced but functionalDoesn't feel safe for heavier usersCompact design is a plusEasy to set up and take down.The hinges feel weakWorks well on hard surfacesDoesn't fit in my storage areaGreat for indoor useLadder locks securely in placeGreat value for money. Works perfectly for outdoor tasks",1,False,step ladder,8ft
2024-07-22,Lucas Martin,The quality is excellent; I feel safe using it,4,True,multi-purpose ladder,20ft
2023-12-14,Dinesh Smith,,3,True,step ladder,5ft
2024-01-22,Zane Mendis,The height is just right for cleaning and painting tasks,3,True,multi-purpose ladder,12ft
2024-08-20,Lahiru,Very sturdy and feels safe to use. Highly recommended!,4,True,step ladder,6ft
2023-01-19,Pradeep Thompson,good,3,True,step ladder,8ft
2024-08-26,,Sturdy and reliable,4,True,step ladder,4ft
2024-10-16,Rohan Perera,Not happy with the stability; it wobbles a bit,2,True,multi-purpose ladder,20ft
2023-09-26,Nirosha Wijesinghe,,3,True,multi-purpose ladder,12ft
2024-02-20,Nirosha,Sturdy and reliable,5,True,step ladder,7ft
2024-04-10,Lucas Jayasinghe,The height is just right for cleaning and painting tasks,3,True,step ladder,4ft
2024-11-11,Maya Jayasinghe,"A bit heavy to handle, but overall it does the job well",3,True,step ladder,10ft
2024-11-14,Emma Martin,The ladder feels a bit shakyNot worth the price,1,True,step ladder,6ft
2023-08-03,Jessica,This ladder is compact and easy to carry around,5,True,step ladder,6ft
2023-08-21,A.K. Mendis,The height is just right for cleaning and painting tasks,4,True,step ladder,4ft
2023-01-31,R. De Silva,good product,4,True,step ladder,4ft
2024-05-31,M. Anderson,,3,False,step ladder,7ft
2023-08-19,Ravindu Taylor,,3,True,multi-purpose ladder,20ft
